name,credentials,category,description,city,zip,online,state,url,type
"Healing After the Loss of A Loved One","Clinical Social Work/Therapist, LCSW","anxiety","In the group therapy session focused on grief offered by I Heart Therapy, participants will discuss a wide range of topics related to loss and mourning. This might include sharing personal experiences with grief, exploring different stages of the grieving process, learning coping mechanisms, and providing support and validation to one another. The goal of this group is to create a safe and supportive space for individuals to process their emotions, connect with others who understand their experi","Woodland Hills","91364","no","CA","https://www.psychologytoday.com/us/groups/healing-after-the-loss-of-a-loved-one-woodland-hills-ca/253489","group"
"Test Calm: Confidence Skills for Test-Taking Teens","Marriage & Family Therapist Associate, MA, AMFT","anxiety","and learn practical, real-life tools to calm the body, quiet the mind, and build confidence under pressure.  Teens will learn strategies for managing racing thoughts, self-doubt, and test-day stress, while practicing skills for focus, emotional regulation, and self-trust. The group is interactive, validating, and skills-based—offering both understanding and concrete tools teens can use right away in school and beyond.","Woodland Hills","91364","no","CA","https://www.psychologytoday.com/us/groups/test-calm-confidence-skills-for-test-taking-teens-woodland-hills-ca/274924","group"
"Building Resiliency","Clinical Social Work/Therapist, LCSW","anxiety",", depression or emotional/physical distress. This can lead to difficulties managing daily life. Building Resiliency Group was designed to address these issues. This program provides members with the tools to support rapid recovery to a healthier life at work and at home. The group is offered on Saturdays' at 2:00 pm virtually.","Woodland Hills","91364","no","CA","https://www.psychologytoday.com/us/groups/building-resiliency-woodland-hills-ca/292677","group"
"Overcoming Perfectionism - Virtual Group","Clinical Social Work/Therapist, MSW, LCSW","anxiety","","Woodland Hills","91364","no","CA","https://www.psychologytoday.com/us/groups/overcoming-perfectionism-virtual-group-woodland-hills-ca/207458","group"
"How to Make Your Partner Relationship Work","Clinical Social Work/Therapist, MSW, LCSW","anxiety","","Woodland Hills","91364","no","CA","https://www.psychologytoday.com/us/groups/how-to-make-your-partner-relationship-work-woodland-hills-ca/207459","group"
"The Guys' Group - High School","Marriage & Family Therapist, MA, LMFT, LPCC","adolescents-teenagers-14-to-19","love having fun, and age-appropriate activities such as games and guided discussions about current movies, television shows and music can help them open up in a fun and non-threatening way.  This indirect approach fosters many opportunities to explore their feelings in a more comfortably.","Woodland Hills","91367","no","CA","https://www.psychologytoday.com/us/groups/the-guys-group-high-school-woodland-hills-ca/13619","group"
"Men's Group","Marriage & Family Therapist, PhD, LMFT","peer-relationships","I facilitate three men’s groups that meet online and periodically in-office.   They are established to assist moderate to high functioning members via a mindfulness based therapeutic support approach that is psychodynamic and cognitive behavioral-in-nature.  We deal with all issues pertinent to men's ability to live a successful and productive life.  The Tuesday evening group includes men who are in the 35-60 age range.  The interactive  focus is on self-regulation, impulse control and managemen","Woodland Hills","91364","no","CA","https://www.psychologytoday.com/us/groups/mens-group-woodland-hills-ca/10053","group"
"Men's Group","Marriage & Family Therapist, PhD, LMFT","peer-relationships","Moderate to High functioning mindfulness based therapeutic support group for men who are in the 60-80 age range.  An interactive psychodynamic approach dealing with all issues pertinent to men's ability to overcome personal challenges while aspiring to live a highly functional and productive life.  This group format supports successful relationship dynamics and interpersonal communication pertaining to a focus on health, vitality and the aging process.  The goal is personal empowerment to achiev","Woodland Hills","91364","no","CA","https://www.psychologytoday.com/us/groups/mens-group-woodland-hills-ca/10054","group"
"Embracing the Joy and Challenges Post Partum Group","Clinical Social Work/Therapist, LCSW","cognitive-behavioral-cbt","In this post partum group, participants discuss a wide range of topics related to motherhood.  This might include shared experiences of childbirth, breastfeeding, newborn care, sleep deprivation, post partum depression, anxiety, feelings of isolation, body image issues, and balancing work and family life.  The goal of this group is to create a supportive and understanding environment where new mothers can connect with others who are going through similar experiences, share advice, and find emoti","Woodland Hills","91364","no","CA","https://www.psychologytoday.com/us/groups/embracing-the-joy-and-challenges-post-partum-group-woodland-hills-ca/253777","group"
"Men's Issues Support Group.","Marriage & Family Therapist, MA, LMFT","cognitive-behavioral-cbt","Are you looking for the kind of connection that allows men to overcome personal and psychological blocks and resolve interpersonal conflicts in a way that is energizing rather than draining to their efforts? Our Men's group is a place where Men come together in a safe and confidential space to openly discuss the issues they face. We welcome men from all diverse backgrounds, cultures and sexual orientation to join our community.","Woodland Hills","91367","no","CA","https://www.psychologytoday.com/us/groups/mens-issues-support-group-woodland-hills-ca/220619","group"
"Embracing the Joy and Challenges Post Partum Group","Clinical Social Work/Therapist, LCSW","cognitive-behavioral-cbt","In this postpartum group, participants discuss a wide range of topics related to motherhood. This might include shared experiences of childbirth, breastfeeding, new born care, sleep deprivation, postpartum depression, anxiety, feelings of isolation, body image issues, and balancing work and family life. The goal of this group is to create a supportive and understanding environment where new mothers can connect with others who are going through similar experiences, share advice, and find emotiona","Woodland Hills","91364","no","CA","https://www.psychologytoday.com/us/groups/embracing-the-joy-and-challenges-post-partum-group-woodland-hills-ca/253490","group"
"Pet Loss Support Group","Marriage & Family Therapist, MS, LMFT, CAMS-IV, TFT","cognitive-behavioral-cbt","The pet loss support group is facilitated by Sasha Kleinman. Your grief is real, and it deserves care - you're not alone. Together, we can create space for remembrance, healing, and gentle forward movement - at your pace.  This group is for you if you are struggling to watch your pet age. Your pet's health is declining. Your pet passed away. The group meets weekly virtually on Thursdays at 7 pm. Intake is required prior to joining the group. Individual therapy is also offered. Intake is $70 (for","Woodland Hills","91364","no","CA","https://www.psychologytoday.com/us/groups/pet-loss-support-group-woodland-hills-ca/234774","group"
"Moms to Be Prenatal Group","Clinical Social Work/Therapist, LCSW","cognitive-behavioral-cbt","In this prenatal group offered by I Heart Therapy, expectant parents discuss a wide range of topics related to pregnancy, childbirth, and newborn care. This might include sharing personal experiences with pregnancy symptoms, discussing fears and anxiety related to this transition, and preparing for the emotional and practical challenges of parenthood. The goal of this group is to create a supportive and informative environment where mothers can connect with others who are going through similar e","Woodland Hills","91364","no","CA","https://www.psychologytoday.com/us/groups/moms-to-be-prenatal-group-woodland-hills-ca/253491","group"
"Women's Postpartum Support Group","Marriage & Family Therapist, PsyD, LMFT","parenting","Group will be focused on postpartum symptoms, relationship issues, common struggles after becoming a mom, and will provide a supportive place to express wants and needs, in a supportive safe environment. New moms, you are more than welcome to bring your baby with you to the group.","Sherman Oaks","91423","no","CA","https://www.psychologytoday.com/us/groups/womens-postpartum-support-group-sherman-oaks-ca/165978","group"
"Sherman Oaks Anger Management","Marriage & Family Therapist, MA, LMFT","parenting","Self referred...court ordered....Sherman Oaks Anger Management taught by Certified Anger Management Facilitators.  Private sessions and group opportunities for skill enhancement in self-awareness, self-control, social awareness, relationship management, assertive communication, stress management, empathy, emotional intelligence and anger management. Classes include pre- and post- test, client workbooks, DVDs, videos as well as a wide variety of skill building exercises. Classes offered as co-ed,","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/sherman-oaks-anger-management-sherman-oaks-ca/13780","group"
"Understanding Your ADHD Child","Marriage & Family Therapist, MA, LMFT, ATR, CCSP, CIMHP","parenting","support group.If you are feeling confused, frustrated and overwhelmed, you are not alone. Learn strategies for changing perception and creating expectations and environments that will help you and your child succeed!","Sherman Oaks","91411","no","CA","https://www.psychologytoday.com/us/groups/understanding-your-adhd-child-sherman-oaks-ca/84419","group"
"Parents of children with ADD.","Marriage & Family Therapist, LMFT","adhd",".  We will discuss strategies for successful parenting.  We will trade our best techniques with each other.  We will above all be supportive and understanding of what we are each going though as we guide our children thought a world often not set up for their success.","Sherman Oaks","91423","no","CA","https://www.psychologytoday.com/us/groups/parents-of-children-with-add-sherman-oaks-ca/143902","group"
"Adults with ADD","Marriage & Family Therapist, LMFT","adhd","","Sherman Oaks","91423","no","CA","https://www.psychologytoday.com/us/groups/adults-with-add-sherman-oaks-ca/143903","group"
"Adult DBT Skills Group","Treatment Center, LCSW, MSPH","anxiety","We offer multiple weekly DBT Skills Groups that meet at a variety of different times throughout the week. These groups meet criteria for adherent DBT therapy.  All participants need to be enrolled in individual weekly therapy (even if outside our services) or need to be engaged in comprehensive DBT in order to participate.  The group covers the 4 modules in DBT: Mindfulness, Interpersonal Effectiveness, Emotion Regulation, and Distress Tolerance.  One round of skills takes about 6-7 months to co","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/adult-dbt-skills-group-sherman-oaks-ca/190769","group"
"Authenticity Support Group","Pre-Licensed Professional, ACSW","anxiety","This is a mental health and self-development focused group which is open to topics such as gender and sexuality, neurodiversity, autism, and ADHD, oppression and colonialism. To cultivate authenticity, the therapist will guide the group with a holistic and integrative approach. And through exposure to safe social interaction, self-expression, and co-regulation, members can strengthen their ability to be on their own authentic course in life. Some insurances accepted. Contact for details.","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/authenticity-support-group-sherman-oaks-ca/260877","group"
"8 - Week Anxiety Detox for Teen Girls","Clinical Social Work/Therapist, LCSW, PPS , PSW","anxiety",", depression, and stress-reduction.   We explore topics ranging from body image, avoiding the social comparison trap, and exploring post-secondary goals.","Sherman Oaks","91423","no","CA","https://www.psychologytoday.com/us/groups/8-week-anxiety-detox-for-teen-girls-sherman-oaks-ca/148375","group"
"Brainspotting Group- Healing Trauma and Anxiety","Associate Professional Clinical Counselor, APCC","anxiety",", depression, relationship issues, avoidance, nightmares, and flashbacks. Using Brainspotting, a somatic therapy that targets where trauma is stored in the brain, you’ll process deep emotional pain that talk therapy often can’t reach. Each session blends psychoeducation, group discussions, and Brainspotting exercises to help alleviate trauma symptoms and activate the brain’s natural healing abilities. Connect with others on a similar journey, share experiences, and work through challenges in a s","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/brainspotting-group-healing-trauma-and-anxiety-sherman-oaks-ca/274728","group"
"Perimenopause Women's Group","Clinical Social Work/Therapist, LCSW","anxiety",", mood swings, sleep disruption, brain fog, shifts in identity and relationships. Many feel dismissed or alone during this transition. This therapist led 8 week virtual group offers a compassionate, clinically grounded space for women in perimenopause to connect, understand what’s happening in their bodies and nervous systems, and build practical tools for emotional regulation and resilience. The group integrates evidence-based therapies with an informed understanding of hormonal change, trauma,","Sherman Oaks","91423","no","CA","https://www.psychologytoday.com/us/groups/perimenopause-womens-group-sherman-oaks-ca/278292","group"
"I Hate Weekends","Clinical Social Work/Therapist, MSW, LCSW","anxiety","or substance abuse. The ""I Hate Weekends"" group is an ongoing weekly therapy group that meets on Sundays to provide the support and structure needed to keep you on track and make your weekends better.","Sherman Oaks","91423","no","CA","https://www.psychologytoday.com/us/groups/i-hate-weekends-sherman-oaks-ca/125444","group"
"Millennial Women's Support Group","Marriage & Family Therapist, MA, LMFT","anxiety","or trauma caused the pandemic? Or maybe you just feel out of balance? This support group offers a safe place for women, ages 22 to 32, to share struggles with regards to COVID, work, family, friends and relationships. With the help of a skilled therapist, you will find the strategies and guidance you need to move forward to the life you want and deserve.","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/millennial-womens-support-group-sherman-oaks-ca/118234","group"
"Making Lemonade: Living with a Medical Problem","Marriage & Family Therapist, PhD, LMFT","anxiety","ON HIATUS Medical problems, whether chronic or accident related, change the direction of your life. This group allows you to unload the distress of dealing with whatever the condition may be, and finding ways to live constructively and positively with whatever limitations have been imposed upon you ... and maybe find that some limitations have been self-imposed and can be altered! Structured format and group interaction. Requires individual interview session, and a commitment to attend a minimum","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/making-lemonade-living-with-a-medical-problem-sherman-oaks-ca/77770","group"
"Stress Management & Somatic Skills","Treatment Center","anxiety","Thursday’s at 3:30pm – 4:45pm PST Clyde Blair, LMFT  This group will help you to understand the nature of","Sherman Oaks","91423","no","CA","https://www.psychologytoday.com/us/groups/stress-management-somatic-skills-sherman-oaks-ca/169815","group"
"Social Anxiety Group","Marriage & Family Therapist, MS, LMFT, CAMS-IV, TFT","anxiety",", but I know it's getting to you. This support group will help guide you through this difficult process. Make the changes in your life that you want. Meet like mind people in a safe environment. Learn to become more comfortable within a group.  www.AvedianCounselingCenter.com.","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/social-anxiety-group-sherman-oaks-ca/11200","group"
"Addiction Support Group | Harm Reduction & Trauma","Associate Professional Clinical Counselor, APCC","anxiety",", depression, impulse control, relationships, and more. We focus on coping skills, healthy relationships, and relapse prevention, integrating IFS, CBT, mindfulness, trauma informed care, and attachment theory. Reclaim control, build community, and explore new possibilities with us. Book a free consultation today for personalized support on your journey to recovery.","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/addiction-support-group-harm-reduction-trauma-sherman-oaks-ca/274730","group"
"Teen DBT Skills Group","Treatment Center, LCSW, MSPH","anxiety","We help those struggling with emotion dysregulation, depression,","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/teen-dbt-skills-group-sherman-oaks-ca/190773","group"
"Taking Flight - Anxiety Wisdom Group","Marriage & Family Therapist, MA, LMFT","anxiety",", shame, self-esteem, identity, calling, dating and relationships, career and work, spirituality and religion and more.  The Wisdom group provides a space for members to share their experiences and receive support from others who understand what they’re going through.  Books, tools and ideas will also be discussed.   A group to explore areas of knowledge, experience and ""The Journey"".","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/taking-flight-anxiety-wisdom-group-sherman-oaks-ca/216280","group"
"Back to Life, Back to Reality","Clinical Social Work/Therapist, MSW, LCSW","anxiety","The ""Back to Life. Back to Reality"" group is a rolling 8 week group that helps you build a strong foundation for re-entry into ""real life.""  Skills we cover include distress tolerance, life balance, time management, self-esteem building, interpersonal effectiveness, goal setting, anger management, cognitive awareness, mindfulness, sleep hygiene, and relapse prevention.","Sherman Oaks","91423","no","CA","https://www.psychologytoday.com/us/groups/back-to-life-back-to-reality-sherman-oaks-ca/125446","group"
"Trauma Skills Group","Psychologist, PsyD, PAP, PMH-C","anxiety","Trauma-related disorders trap you in the past and are, at their heart, disorders of presence.  This group focuses on empowering you to stay in the present and move into the future.     This 16 week aims to give you the skills to manage your trauma-related symptoms and put yourself--rather than the symptoms--in the driver's seat.  Skills include cognitive behavioral therapy (CBT) and dialectical behavioral therapy (DBT) skills, somatic experiencing, and IFS.  Group is closed (ie no newcomers afte","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/trauma-skills-group-sherman-oaks-ca/123400","group"
"Young Adult Women's Group","Clinical Social Work/Therapist, LCSW","anxiety",", and gain support from the group members.  The young adult women are all between the ages of 18 and 22 transitioning from high school and living with family to living on their own and pursuing career and college goals.  The group is welcoming new members at this time and will never exceed 6 members.  Please contact Stella Zweben Samuel, LCSW with any questions about this group.","Sherman Oaks","91423","no","CA","https://www.psychologytoday.com/us/groups/young-adult-womens-group-sherman-oaks-ca/190625","group"
"IFS Women's Group: Grief, Trauma & Relationships","Associate Professional Clinical Counselor, APCC","anxiety","This group is a six-week therapy group for women, blending the Internal Family Systems (IFS) model and mindfulness. This group is tailored for those navigating grief, trauma, relationship shifts, and career challenges along with a safe space for exploration. I offer guided exercises, discussions, & compassionate support to empower you to deepen your self-awareness and resilience.  Each session delves into parts recognition, self-compassion, healing exiled parts, and integrating the inner self. J","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/ifs-womens-group-grief-trauma-relationships-van-nuys-ca/274731","group"
"You Can't Stop The Waves But You Can Learn To Surf","Clinical Social Work/Therapist, MSW, LCSW","anxiety",".  We combine techniques from cognitive therapy, psychodynamic therapy, and mindfulness to help you find the skills to ride the waves of life.","Sherman Oaks","91423","no","CA","https://www.psychologytoday.com/us/groups/you-cant-stop-the-waves-but-you-can-learn-to-surf-sherman-oaks-ca/125448","group"
"Conscious Connections Psychology Group Inc","Psychologist, PhD","anxiety","The many talented and diverse clinicians at Conscious Connections Psychology Group are personally selected, trained and mentored by Dr. Inga Simonian, and matched to each patient by our hardworking receptionist Karine based on their unique goals, story and schedule. Congratulations on your first step to inner work. We are excited to be of service to you.","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/conscious-connections-psychology-group-inc-sherman-oaks-ca/277763","group"
"DBT & Yoga for Eating Disorders/Disembodiment","Psychologist, PsyD, PAP, PMH-C","anxiety","This group combines yoga, DBT skills, psychoeducation, and somatic regulation techniques to help release trauma and restore mind-body harmony. The group is divided into learning about how trauma is held in different parts of the body and its impact, followed by learning and practicing DBT skills to address that pain or dysregulation concretely, and finally yoga and somatic release to allow the body to assist in integration.","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/dbt-yoga-for-eating-disordersdisembodiment-sherman-oaks-ca/267090","group"
"Trans & Non-Binary Processing Group: Wednesdays","Marriage & Family Therapist, MA, LMFT","anxiety","We are so excited to announce the second edition of our favorite Trans & Non-Binary Therapy Group! Experience gender affirmation, receive resources, and feel supported by not one, but TWO gender-affirming therapists in an intimate setting. This 90 minute processing group is a great way to meet new friends, create community, and heal together. We meet every other week at our in-person therapy space in Sherman Oaks, California. We'd love for you to join us! (Limited to 10 individuals.)","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/trans-non-binary-processing-group-wednesdays-sherman-oaks-ca/270523","group"
"Anger Management Group","Marriage & Family Therapist, LMFT, TFT, CAMS-IV","cognitive-behavioral-cbt","Anger Management 818 offers over 14 groups a week. Mondays at 6 pm is our in-person at the Sherman Oaks location, facilitated by Shamika Anglin. Check out the additional groups at angermanagement818.com.  You must schedule and complete an intake prior to coming to group by calling us at (818) 990-0999. This program fulfills the requirements for court-ordered and probation-ordered anger management. An anger management workbook is used for each group session.","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/anger-management-group-sherman-oaks-ca/58813","group"
"Anger Management","Marriage & Family Therapist, MS, LMFT, CAMS-IV, TFT","cognitive-behavioral-cbt","Anger Management 818 offers over 12 anger management classes weekly, both in person and via telehealth. Most of our classes are co-ed, however we offer a women's only class and a men's only class as well. Court-order and probation-ordered clients welcome!  Materials covered include Anger Management, Stress Management,  Emotional Intelligence, Effective Communication, Boundary Setting and Codependency. Volunteer and court mandated are all welcome. We have the following customized programs: Teen A","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/anger-management-sherman-oaks-ca/11199","group"
"Women's Anger and Self Regulation Group","Marriage & Family Therapist, LMFT","cognitive-behavioral-cbt","This women-only anger and self regulation group offers a structured, supportive program where practical, day-to-day skills are taught and practiced. Because unaddressed anger can lead to harm we focus on identifying the early signals so that conflict can be navigated more effectively.  In this group, women have space to explore their experiences of anger within a community that understands the unique pressures, expectations, and challenges they face. This work is centered around making sense of ","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/womens-anger-and-self-regulation-group-sherman-oaks-ca/278380","group"
"Sexual Integrity for Men","Psychologist, PsyD, QME, Author","cognitive-behavioral-cbt","Weekly intensive group therapy focused on living with sexual integrity. Each session is 50 minutes and is conducted via Zoom. Topics discussed include infidelity, porn/lust, risky sexual behaviors, and other unwanted behaviors. This is a safe space for men to take off their “mask,” practice honesty/vulnerability, develop an accountability network, and learn from others on the same journey. During the sessions, we share our struggles and successes. We develop solutions for difficult situations. W","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/sexual-integrity-for-men/279482","group"
"Ending the Legacy of Body Estrangement","Psychologist, PsyD, PAP, PMH-C","dialectical-dbt","A group for women who want to break cycles of shame, trauma, and body distrust to help raise embodied, intuitive, empowered children. When we are recovered or recovering from challenges in our own bodies (body image, eating disorders, embodiment trauma), often we fear inadvertently passing our pain onto our children. This group focuses on healing your relationship with your own body and your child's intuition, so you can let the legacy end with you and better support your children/future childre","Sherman Oaks","91403","no","CA","https://www.psychologytoday.com/us/groups/ending-the-legacy-of-body-estrangement-sherman-oaks-ca/151393","group"
"Childhood Trauma Processing Group","Marriage & Family Therapist Associate, AMFT, DBT","anxiety","Your past doesn’t define you. This 6-week trauma-processing group provides a safe space for adult survivors of childhood physical, emotional, or sexual abuse. Through guided discussions, coping strategies, and inner child healing, you’ll gain tools to manage triggers, set boundaries, and build resilience. Connect with others who understand your journey and reclaim control over your life.  You are stronger than you think. Reach out for a free diagnostic tool and a 20-minute consultation to see if","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-van-nuys-ca/293062","group"
"Childhood Trauma Processing Group","Clinical Social Work/Therapist, LCSW, EMDR, IFS","anxiety","Your past doesn’t define you. This 6-week trauma-processing group provides a safe space for adult survivors of childhood physical, emotional, or sexual abuse. Through guided discussions, coping strategies, and inner child healing, you’ll gain tools to manage triggers, set boundaries, and build resilience. Connect with others who understand your journey and reclaim control over your life.  You are stronger than you think. Reach out for a free diagnostic tool and a 20-minute consultation to see if","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-van-nuys-ca/266286","group"
"Dialectical Behavioral Therapy (DBT) Skills Group","Licensed Professional Clinical Counselor, LPCC","anxiety",", trauma, OCD, and personality disorders. This group can assist you in learning effective mindfulness practices, distress tolerance, and communication skills. Group sessions focus on sharing experiences, validating each other, and learning DBT techniques. The group setting encourages connection, empowerment, and consistent practice of therapeutic tools. The eight-session program covers various DBT skills, ultimately aiming to promote healing and reclaiming a sense of self-control.","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavioral-therapy-dbt-skills-group-van-nuys-ca/228023","group"
"Childhood Trauma Processing Group","Marriage & Family Therapist, LMFT","anxiety","Your past doesn’t define you. This 6-week trauma-processing group provides a safe space for adult survivors of childhood physical, emotional, or sexual abuse. Through guided discussions, coping strategies, and inner child healing, you’ll gain tools to manage triggers, set boundaries, and build resilience. Connect with others who understand your journey and reclaim control over your life.  You are stronger than you think. Reach out for a free diagnostic tool and a 20-minute consultation to see if","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-van-nuys-ca/266809","group"
"Brainspotting Group- Healing Trauma and Anxiety","Pre-Licensed Professional, EMDR, DBT, IFS","anxiety",", depression, relationship issues, avoidance, nightmares, and flashbacks. Using Brainspotting, a somatic therapy that targets where trauma is stored in the brain, you’ll process deep emotional pain that talk therapy often can’t reach. Each session blends psychoeducation, group discussions, and Brainspotting exercises to help alleviate trauma symptoms and activate the brain’s natural healing abilities. Connect with others on a similar journey, share experiences, and work through challenges in a s","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/brainspotting-group-healing-trauma-and-anxiety-van-nuys-ca/252674","group"
"Dialectical Behavior Therapy (DBT) Skills Group","Marriage & Family Therapist, LMFT","anxiety",", trauma, OCD, and personality disorders. This group can assist you in learning effective mindfulness practices, distress tolerance, and communication skills. Group sessions focus on sharing experiences, validating each other, and learning DBT techniques. The group setting encourages connection, empowerment, and consistent practice of therapeutic tools. The eight-session program covers various DBT skills, ultimately aiming to promote healing and reclaiming a sense of self-control.","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavior-therapy-dbt-skills-group-van-nuys-ca/287316","group"
"Childhood Trauma Processing Group","Counselor, LPCC","anxiety","Childhood trauma is defined as an event or events experienced by a child that is emotionally painful, frightening, or distressful, which can often lead to lasting mental and physical effects. Symptoms of childhood trauma in adults can include but are not limited to anger, depression, emotional outbursts, addiction, low self-esteem, and social disconnectedness. This group is for adult survivors of  (childhood) physical, sexual, and or emotional abuse. The purpose of the group is to provide an ope","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-van-nuys-ca/222674","group"
"Childhood Trauma Processing Group","Marriage & Family Therapist, LMFT","anxiety","Your past doesn’t define you. This 6-week trauma-processing group provides a safe space for adult survivors of childhood physical, emotional, or sexual abuse. Through guided discussions, coping strategies, and inner child healing, you’ll gain tools to manage triggers, set boundaries, and build resilience. Connect with others who understand your journey and reclaim control over your life.  You are stronger than you think. Reach out for a free diagnostic tool and a 20-minute consultation to see if","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-van-nuys-ca/287317","group"
"Relationship Trauma Support Group: DBT & Gottman","Licensed Professional Clinical Counselor, LPCC","anxiety",", trust issues, and emotional numbness? This group is designed to help you explore the delicate threads of connection – from communication nuances to financial understanding, trust-building, and the profound realms of intimacy. Whether you're navigating the dating scene, in a committed relationship, or fostering a long-term partnership, let's walk this path of growth, love, and deeper connection, hand in hand.","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/relationship-trauma-support-group-dbt-gottman-van-nuys-ca/240950","group"
"Childhood Trauma Processing Group","Marriage & Family Therapist, LMFT, EMDR","anxiety","Your past doesn’t define you. This 6-week trauma-processing group provides a safe space for adult survivors of childhood physical, emotional, or sexual abuse. Through guided discussions, coping strategies, and inner child healing, you’ll gain tools to manage triggers, set boundaries, and build resilience. Connect with others who understand your journey and reclaim control over your life.  You are stronger than you think. Reach out for a free diagnostic tool and a 20-minute consultation to see if","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/childhood-trauma-processing-group-van-nuys-ca/266250","group"
"Dialectical Behavior Therapy (DBT) Skills Group","Marriage & Family Therapist Associate, AMFT, DBT","anxiety",", trauma, OCD, and personality disorders. This group can assist you in learning effective mindfulness practices, distress tolerance, and communication skills. Group sessions focus on sharing experiences, validating each other, and learning DBT techniques. The group setting encourages connection, empowerment, and consistent practice of therapeutic tools. The eight-session program covers various DBT skills, ultimately aiming to promote healing and reclaiming a sense of self-control.","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavior-therapy-dbt-skills-group-van-nuys-ca/293063","group"
"IFS Group-Trauma, Grief, Anxiety, & Depression","Marriage & Family Therapist, LMFT","anxiety",", depression, relationship challenges, work stress, and life transitions. You’ll explore your inner world, understand your “parts,” and cultivate deep self-compassion. Through experiential practices and meaningful group connection, you’ll gain practical tools to process unresolved emotions and navigate daily stress with greater clarity and resilience—while feeling truly seen, supported, and empowered. Schedule your free consultation to get started.","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/ifs-group-trauma-grief-anxiety-depression-van-nuys-ca/287318","group"
"IFS Group-Trauma, Grief, Anxiety, & Depression","Marriage & Family Therapist Associate, AMFT, DBT","anxiety",", depression, relationship challenges, work stress, and life transitions. You’ll explore your inner world, understand your “parts,” and cultivate deep self-compassion. Through experiential practices and meaningful group connection, you’ll gain practical tools to process unresolved emotions and navigate daily stress with greater clarity and resilience—while feeling truly seen, supported, and empowered. Schedule your free consultation to get started.","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/ifs-group-trauma-grief-anxiety-depression-van-nuys-ca/293064","group"
"IFS Women's Group: Grief, Trauma & Relationships","Pre-Licensed Professional, ASW, IFS","anxiety","This group is a six-week therapy group for women, blending the Internal Family Systems (IFS) model and mindfulness. This group is tailored for those navigating grief, trauma, relationship shifts, and career challenges along with a safe space for exploration. I offer guided exercises, discussions, & compassionate support to empower you to deepen your self-awareness and resilience.  Each session delves into parts recognition, self-compassion, healing exiled parts, and integrating the inner self. J","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/ifs-womens-group-grief-trauma-relationships-van-nuys-ca/241391","group"
"Addiction Support Group | Harm Reduction & Trauma","Pre-Licensed Professional, ASW, IFS","anxiety",", depression, impulse control, relationships, and more. We focus on coping skills, healthy relationships, and relapse prevention, integrating IFS, CBT, mindfulness, trauma informed care, and attachment theory. Reclaim control, build community, and explore new possibilities with us. Book a free consultation today for personalized support on your journey to recovery.","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/addiction-support-group-harm-reduction-trauma-van-nuys-ca/242425","group"
